SectionID,Year,Semester
25812,2000,Spring
25813,2004,Fall
25814,2004,Spring
25815,2009,Summer
25816,2016,Spring
25817,2022,Spring
25818,2001,Summer
25819,2000,Fall
25820,2005,Summer
25821,2016,Spring
25822,2014,Spring
25823,2021,Fall
25824,2020,Summer
25825,2001,Fall
25826,2010,Spring
25827,2022,Summer
25828,2010,Fall
25829,2016,Spring
25830,2011,Fall
25831,2020,Fall
25832,2005,Summer
25833,2009,Summer
25834,2012,Spring
25835,2017,Summer
25836,2007,Fall
25837,2001,Summer
25838,2011,Summer
25839,2011,Fall
25840,2018,Summer
25841,2012,Summer
25842,2022,Summer
25843,2011,Spring
25844,2002,Fall
25845,2010,Summer
25846,2012,Summer
25847,2009,Spring
25848,2005,Summer
25849,2012,Summer
25850,2010,Spring
25851,2008,Spring
25852,2014,Summer
25853,2006,Fall
25854,2007,Summer
25855,2015,Summer
25856,2019,Summer
25857,2017,Summer
25858,2006,Fall
25859,2010,Fall
25860,2001,Spring
25861,2004,Spring
25862,2007,Fall
25863,2003,Summer
25864,2000,Spring
25865,2020,Spring
25866,2014,Fall
25867,2017,Summer
25868,2019,Fall
25869,2005,Fall
25870,2019,Summer
25871,2002,Spring
25872,2016,Summer
25873,2006,Spring
25874,2014,Summer
25875,2015,Spring
25876,2015,Spring
25877,2008,Summer
25878,2010,Spring
25879,2002,Spring
25880,2006,Fall
25881,2019,Summer
25882,2002,Spring
25883,2000,Summer
25884,2015,Fall
25885,2014,Summer
25886,2012,Summer
25887,2015,Summer
25888,2005,Spring
25889,2020,Spring
25890,2005,Spring
25891,2015,Fall
25892,2007,Summer
25893,2005,Fall
25894,2012,Spring
25895,2008,Spring
25896,2013,Summer
25897,2000,Fall
25898,2009,Spring
25899,2001,Fall
25900,2007,Fall
25901,2014,Spring
25902,2021,Fall
25903,2009,Summer
25904,2007,Summer
25905,2019,Fall
25906,2015,Summer
25907,2007,Summer
25908,2015,Spring
25909,2013,Spring
25910,2000,Fall
25911,2000,Summer
25912,2004,Fall
25913,2022,Summer
25914,2007,Summer
25915,2009,Spring
25916,2020,Spring
25917,2015,Summer
25918,2005,Fall
25919,2010,Spring
25920,2004,Spring
25921,2009,Fall
25922,2012,Spring
25923,2007,Spring
25924,2012,Fall
25925,2002,Spring
25926,2013,Spring
25927,2003,Spring
25928,2011,Summer
25929,2004,Summer
25930,2011,Summer
25931,2019,Summer
25932,2014,Summer
25933,2016,Fall
25934,2022,Fall
25935,2003,Fall
25936,2021,Spring
25937,2007,Spring
25938,2005,Fall
25939,2009,Fall
25940,2021,Fall
25941,2009,Spring
25942,2019,Spring
25943,2007,Spring
25944,2005,Fall
25945,2003,Spring
25946,2021,Fall
25947,2009,Spring
25948,2017,Summer
25949,2015,Spring
25950,2020,Spring
25951,2019,Spring
25952,2018,Summer
25953,2009,Fall
25954,2013,Summer
25955,2004,Spring
25956,2015,Summer
25957,2018,Summer
25958,2019,Fall
25959,2015,Spring
25960,2006,Summer
25961,2002,Fall
25962,2005,Fall
25963,2008,Spring
25964,2003,Fall
25965,2013,Summer
25966,2018,Spring
25967,2008,Fall
25968,2016,Fall
25969,2000,Fall
25970,2010,Fall
25971,2011,Summer
25972,2000,Fall
25973,2001,Summer
25974,2012,Spring
25975,2006,Summer
25976,2014,Summer
25977,2000,Fall
25978,2013,Spring
25979,2006,Summer
25980,2019,Fall
25981,2000,Spring
25982,2018,Spring
25983,2001,Spring
25984,2009,Fall
25985,2017,Spring
25986,2006,Spring
25987,2008,Fall
25988,2017,Spring
25989,2008,Spring
25990,2002,Spring
25991,2017,Fall
25992,2015,Fall
25993,2020,Fall
25994,2004,Fall
25995,2017,Summer
25996,2017,Fall
25997,2011,Summer
25998,2020,Summer
25999,2004,Summer
26000,2015,Spring
26001,2007,Spring
26002,2014,Spring
26003,2001,Spring
26004,2003,Spring
26005,2005,Spring
26006,2018,Summer
26007,2016,Summer
26008,2020,Fall
26009,2006,Spring
26010,2005,Fall
26011,2014,Summer
26012,2002,Fall
26013,2008,Summer
26014,2010,Spring
26015,2017,Fall
26016,2017,Summer
26017,2001,Summer
26018,2014,Spring
26019,2007,Summer
26020,2009,Fall
26021,2017,Spring
26022,2010,Spring
26023,2012,Fall
26024,2015,Summer
26025,2007,Summer
26026,2022,Spring
26027,2011,Summer
26028,2008,Fall
26029,2007,Summer
26030,2007,Fall
26031,2013,Fall
26032,2003,Fall
26033,2003,Fall
26034,2016,Spring
26035,2008,Summer
26036,2011,Spring
26037,2002,Fall
26038,2015,Fall
26039,2002,Summer
26040,2000,Fall
26041,2011,Spring
26042,2022,Summer
26043,2008,Fall
26044,2000,Fall
26045,2015,Spring
26046,2010,Spring
26047,2015,Spring
26048,2019,Spring
26049,2014,Summer
26050,2007,Summer
26051,2005,Fall
26052,2015,Spring
26053,2012,Spring
26054,2008,Spring
26055,2021,Spring
26056,2003,Spring
26057,2017,Spring
26058,2008,Spring
26059,2017,Fall
26060,2021,Summer
26061,2017,Spring
26062,2000,Fall
26063,2011,Summer
26064,2018,Fall
26065,2004,Fall
26066,2006,Fall
26067,2012,Summer
26068,2008,Fall
26069,2006,Fall
26070,2015,Summer
26071,2007,Fall
26072,2013,Spring
26073,2017,Summer
26074,2009,Summer
26075,2007,Summer
26076,2016,Spring
26077,2007,Spring
26078,2014,Spring
26079,2022,Fall
26080,2018,Summer
26081,2008,Spring
26082,2001,Fall
26083,2007,Fall
26084,2015,Fall
26085,2010,Fall
26086,2019,Summer
26087,2010,Fall
26088,2003,Fall
26089,2007,Summer
26090,2001,Summer
26091,2017,Summer
26092,2018,Summer
26093,2014,Fall
26094,2008,Spring
26095,2004,Fall
26096,2004,Spring
26097,2004,Summer
26098,2020,Spring
26099,2018,Fall
26100,2017,Summer
26101,2015,Summer
26102,2011,Spring
26103,2014,Fall
26104,2019,Summer
26105,2010,Summer
26106,2001,Spring
26107,2005,Spring
26108,2004,Fall
26109,2022,Spring
26110,2012,Fall
26111,2018,Fall
26112,2017,Summer
26113,2017,Spring
26114,2001,Spring
26115,2022,Summer
26116,2003,Fall
26117,2010,Summer
26118,2010,Summer
26119,2005,Summer
26120,2016,Summer
26121,2005,Spring
26122,2000,Spring
26123,2017,Spring
26124,2020,Spring
26125,2012,Summer
26126,2020,Fall
26127,2001,Spring
26128,2022,Spring
26129,2017,Fall
26130,2013,Fall
26131,2022,Fall
26132,2022,Fall
26133,2009,Spring
26134,2007,Spring
26135,2012,Summer
26136,2008,Fall
26137,2010,Spring
26138,2007,Summer
26139,2001,Fall
26140,2006,Spring
26141,2020,Summer
26142,2002,Spring
26143,2016,Summer
26144,2016,Summer
26145,2022,Fall
26146,2012,Summer
26147,2019,Summer
26148,2017,Fall
26149,2008,Summer
26150,2013,Fall
26151,2019,Fall
26152,2021,Fall
26153,2005,Summer
26154,2022,Spring
26155,2002,Spring
26156,2018,Spring
26157,2003,Fall
26158,2014,Fall
26159,2022,Spring
26160,2022,Spring
26161,2012,Spring
26162,2005,Fall
26163,2002,Fall
26164,2001,Spring
26165,2022,Fall
26166,2011,Fall
26167,2015,Summer
26168,2003,Spring
26169,2009,Spring
26170,2002,Spring
26171,2021,Summer
26172,2004,Fall
26173,2020,Spring
26174,2006,Fall
26175,2022,Spring
26176,2011,Spring
26177,2005,Spring
26178,2004,Summer
26179,2009,Summer
26180,2008,Spring
26181,2012,Fall
26182,2019,Spring
26183,2008,Summer
26184,2012,Fall
26185,2021,Fall
26186,2012,Summer
26187,2018,Spring
26188,2012,Fall
26189,2011,Spring
26190,2000,Summer
26191,2010,Spring
26192,2009,Spring
26193,2010,Fall
26194,2010,Summer
26195,2018,Fall
26196,2008,Spring
26197,2017,Fall
26198,2018,Fall
26199,2017,Spring
26200,2018,Fall
26201,2017,Fall
26202,2015,Summer
26203,2007,Summer
26204,2005,Fall
26205,2008,Spring
26206,2012,Fall
26207,2020,Fall
26208,2021,Spring
26209,2002,Spring
26210,2018,Summer
26211,2021,Spring
26212,2019,Fall
26213,2019,Summer
26214,2015,Fall
26215,2002,Summer
26216,2015,Fall
26217,2002,Spring
26218,2015,Spring
26219,2021,Fall
26220,2012,Summer
26221,2004,Spring
26222,2007,Summer
26223,2000,Fall
26224,2002,Spring
26225,2015,Spring
26226,2017,Spring
26227,2018,Fall
26228,2018,Summer
26229,2001,Summer
26230,2001,Spring
26231,2017,Summer
26232,2021,Summer
26233,2002,Summer
26234,2022,Summer
26235,2013,Summer
26236,2016,Fall
26237,2005,Spring
26238,2016,Spring
26239,2020,Fall
26240,2011,Summer
26241,2006,Summer
26242,2005,Spring
26243,2011,Summer
26244,2005,Spring
26245,2012,Spring
26246,2021,Fall
26247,2022,Fall
26248,2015,Fall
26249,2013,Fall
26250,2009,Fall
26251,2009,Fall
26252,2013,Spring
26253,2008,Summer
26254,2020,Spring
26255,2003,Summer
26256,2017,Summer
26257,2010,Summer
26258,2002,Spring
26259,2013,Summer
26260,2008,Summer
26261,2006,Fall
26262,2005,Spring
26263,2019,Fall
26264,2014,Spring
26265,2014,Summer
26266,2004,Fall
26267,2016,Summer
26268,2021,Summer
26269,2006,Fall
26270,2000,Spring
26271,2013,Summer
26272,2015,Summer
26273,2018,Fall
26274,2010,Summer
26275,2012,Spring
26276,2021,Spring
26277,2010,Spring
26278,2022,Summer
26279,2008,Fall
26280,2004,Spring
26281,2003,Spring
26282,2019,Fall
26283,2013,Summer
26284,2010,Spring
26285,2014,Summer
26286,2008,Fall
26287,2004,Spring
26288,2018,Summer
26289,2007,Fall
26290,2015,Fall
26291,2022,Summer
26292,2020,Fall
26293,2016,Fall
26294,2000,Fall
26295,2003,Spring
26296,2004,Fall
26297,2021,Summer
26298,2015,Spring
26299,2004,Fall
26300,2014,Fall
26301,2020,Summer
26302,2013,Summer
26303,2020,Spring
26304,2009,Spring
26305,2016,Fall
26306,2019,Spring
26307,2000,Summer
26308,2005,Spring
26309,2020,Fall
26310,2014,Fall
26311,2016,Summer
26312,2005,Spring
26313,2009,Spring
26314,2008,Spring
26315,2017,Spring
26316,2013,Summer
26317,2000,Spring
26318,2009,Spring
26319,2005,Spring
26320,2007,Spring
26321,2009,Summer
26322,2009,Fall
26323,2004,Summer
26324,2009,Summer
26325,2021,Fall
26326,2019,Fall
26327,2009,Spring
26328,2001,Spring
26329,2012,Fall
26330,2008,Summer
26331,2018,Spring
26332,2019,Summer
26333,2013,Fall
26334,2015,Fall
26335,2012,Summer
26336,2004,Fall
26337,2004,Fall
26338,2002,Fall
26339,2008,Summer
26340,2004,Spring
26341,2020,Spring
26342,2017,Spring
26343,2017,Summer
26344,2010,Summer
26345,2010,Spring
26346,2005,Fall
26347,2015,Fall
26348,2020,Spring
26349,2020,Summer
26350,2007,Fall
26351,2007,Summer
26352,2022,Summer
26353,2020,Summer
26354,2000,Fall
26355,2018,Summer
26356,2016,Spring
26357,2008,Summer
26358,2007,Summer
26359,2013,Summer
26360,2014,Spring
26361,2002,Fall
26362,2003,Summer
26363,2015,Spring
26364,2011,Spring
26365,2008,Summer
26366,2009,Summer
26367,2021,Fall
26368,2001,Spring
26369,2003,Fall
26370,2013,Fall
26371,2015,Fall
26372,2000,Spring
26373,2013,Summer
26374,2018,Fall
26375,2006,Fall
26376,2005,Fall
26377,2016,Spring
26378,2005,Summer
26379,2015,Fall
26380,2017,Spring
26381,2004,Spring
26382,2011,Summer
26383,2013,Spring
26384,2005,Spring
26385,2017,Spring
26386,2001,Spring
26387,2009,Summer
26388,2016,Fall
26389,2014,Fall
26390,2004,Fall
26391,2015,Summer
26392,2011,Fall
26393,2006,Spring
26394,2010,Fall
26395,2013,Spring
26396,2022,Summer
26397,2002,Fall
26398,2016,Spring
26399,2004,Spring
26400,2018,Spring
26401,2009,Fall
26402,2007,Fall
26403,2012,Summer
26404,2007,Fall
26405,2016,Summer
26406,2016,Fall
26407,2003,Fall
26408,2011,Fall
26409,2013,Spring
26410,2007,Fall
26411,2019,Spring
26412,2001,Summer
26413,2015,Summer
26414,2000,Spring
26415,2018,Spring
26416,2021,Spring
26417,2006,Fall
26418,2000,Fall
26419,2014,Summer
26420,2005,Summer
26421,2005,Fall
26422,2013,Spring
26423,2004,Summer
26424,2019,Summer
26425,2010,Spring
26426,2001,Summer
26427,2008,Summer
26428,2020,Fall
26429,2007,Spring
26430,2007,Summer
26431,2004,Fall
26432,2006,Fall
26433,2003,Fall
26434,2021,Spring
26435,2022,Spring
26436,2019,Spring
26437,2005,Fall
26438,2010,Summer
26439,2011,Fall
26440,2021,Fall
26441,2013,Fall
26442,2020,Spring
26443,2013,Fall
26444,2017,Summer
26445,2006,Summer
26446,2019,Fall
26447,2011,Spring
26448,2019,Summer
26449,2007,Fall
26450,2008,Summer
26451,2014,Spring
26452,2004,Spring
26453,2008,Fall
26454,2001,Fall
26455,2006,Fall
26456,2019,Summer
26457,2008,Fall
26458,2010,Summer
26459,2013,Spring
26460,2015,Summer
26461,2014,Summer
26462,2001,Summer
26463,2021,Fall
26464,2022,Fall
26465,2018,Fall
26466,2020,Spring
26467,2022,Fall
26468,2010,Fall
26469,2020,Spring
26470,2005,Summer
26471,2009,Summer
26472,2007,Summer
26473,2022,Summer
26474,2022,Fall
26475,2012,Spring
26476,2013,Summer
26477,2016,Spring
26478,2018,Summer
26479,2017,Summer
26480,2002,Fall
26481,2017,Summer
26482,2006,Spring
26483,2008,Summer
26484,2010,Fall
26485,2000,Summer
26486,2019,Summer
26487,2016,Summer
26488,2016,Fall
26489,2015,Fall
26490,2009,Fall
26491,2021,Summer
26492,2010,Fall
26493,2005,Fall
26494,2015,Summer
26495,2008,Summer
26496,2004,Summer
26497,2016,Spring
26498,2019,Summer
26499,2022,Spring
26500,2004,Summer
26501,2008,Spring
26502,2005,Spring
26503,2002,Spring
26504,2018,Summer
26505,2018,Spring
26506,2012,Summer
26507,2006,Spring
26508,2003,Summer
26509,2003,Fall
26510,2000,Summer
26511,2008,Spring
26512,2012,Fall
26513,2004,Fall
26514,2000,Summer
26515,2018,Summer
26516,2022,Summer
26517,2003,Spring
26518,2002,Summer
26519,2015,Spring
26520,2003,Summer
26521,2008,Summer
26522,2018,Fall
26523,2000,Fall
26524,2010,Summer
26525,2019,Summer
26526,2010,Spring
26527,2019,Fall
26528,2018,Spring
26529,2002,Fall
26530,2005,Spring
26531,2016,Spring
26532,2014,Fall
26533,2001,Spring
26534,2022,Spring
26535,2018,Spring
26536,2005,Summer
26537,2010,Spring
26538,2004,Spring
26539,2010,Summer
26540,2003,Fall
26541,2014,Summer
26542,2021,Summer
26543,2022,Fall
26544,2022,Fall
26545,2009,Summer
26546,2011,Summer
26547,2004,Spring
26548,2015,Summer
26549,2001,Summer
26550,2000,Fall
26551,2001,Summer
26552,2018,Spring
26553,2006,Summer
26554,2002,Fall
26555,2022,Fall
26556,2016,Spring
26557,2002,Summer
26558,2005,Fall
26559,2004,Summer
26560,2016,Summer
26561,2011,Spring
26562,2020,Spring
26563,2018,Spring
26564,2017,Fall
26565,2018,Fall
26566,2021,Summer
26567,2021,Spring
26568,2009,Summer
26569,2017,Spring
26570,2020,Summer
26571,2017,Summer
26572,2022,Spring
26573,2011,Spring
26574,2018,Fall
26575,2017,Spring
26576,2018,Summer
26577,2009,Fall
26578,2007,Fall
26579,2002,Spring
26580,2017,Spring
26581,2012,Spring
26582,2015,Fall
26583,2007,Summer
26584,2006,Summer
26585,2010,Spring
26586,2022,Summer
26587,2007,Summer
26588,2012,Fall
26589,2021,Summer
26590,2005,Spring
26591,2022,Summer
26592,2016,Spring
26593,2002,Spring
26594,2009,Spring
26595,2020,Summer
26596,2007,Summer
26597,2015,Summer
26598,2005,Spring
26599,2020,Spring
26600,2012,Summer
26601,2017,Summer
26602,2014,Summer
26603,2014,Fall
26604,2001,Spring
26605,2021,Spring
26606,2000,Fall
26607,2018,Fall
26608,2006,Spring
26609,2012,Summer
26610,2006,Summer
26611,2018,Summer
26612,2017,Fall
26613,2011,Spring
26614,2017,Fall
26615,2010,Spring
26616,2006,Spring
26617,2003,Summer
26618,2002,Fall
26619,2009,Summer
26620,2001,Spring
26621,2001,Fall
26622,2002,Summer
26623,2004,Spring
26624,2022,Spring
26625,2010,Summer
26626,2018,Fall
26627,2012,Summer
26628,2022,Fall
26629,2000,Spring
26630,2022,Fall
26631,2022,Spring
26632,2010,Fall
26633,2000,Fall
26634,2008,Spring
26635,2013,Summer
26636,2001,Fall
26637,2019,Fall
26638,2014,Summer
26639,2010,Spring
26640,2011,Spring
26641,2022,Spring
26642,2005,Fall
26643,2020,Summer
26644,2018,Fall
26645,2014,Spring
26646,2019,Spring
26647,2003,Spring
26648,2001,Fall
26649,2009,Fall
26650,2002,Summer
26651,2019,Summer
26652,2017,Spring
26653,2000,Fall
26654,2014,Summer
26655,2018,Fall
26656,2003,Spring
26657,2022,Summer
26658,2003,Summer
26659,2003,Fall
26660,2002,Spring
26661,2019,Summer
26662,2005,Summer
26663,2008,Summer
26664,2010,Spring
26665,2020,Fall
26666,2006,Summer
26667,2020,Summer
26668,2021,Summer
26669,2020,Summer
26670,2006,Spring
26671,2000,Spring
26672,2010,Spring
26673,2022,Summer
26674,2000,Fall
26675,2005,Summer
26676,2013,Spring
26677,2022,Spring
26678,2005,Spring
26679,2017,Summer
26680,2000,Spring
26681,2020,Spring
26682,2011,Spring
26683,2014,Spring
26684,2010,Spring
26685,2004,Spring
26686,2021,Spring
26687,2016,Spring
26688,2007,Spring
26689,2003,Spring
26690,2010,Fall
26691,2022,Summer
26692,2008,Fall
26693,2017,Fall
26694,2003,Spring
26695,2018,Fall
26696,2015,Summer
26697,2020,Spring
26698,2020,Summer
26699,2022,Spring
26700,2002,Summer
26701,2011,Spring
26702,2008,Summer
26703,2014,Summer
26704,2022,Spring
26705,2021,Summer
26706,2011,Spring
26707,2009,Summer
26708,2004,Summer
26709,2012,Fall
26710,2003,Spring
26711,2004,Spring
26712,2012,Spring
26713,2019,Summer
26714,2014,Spring
26715,2011,Summer
26716,2019,Summer
26717,2002,Fall
26718,2013,Summer
26719,2000,Fall
26720,2013,Fall
26721,2001,Summer
26722,2006,Summer
26723,2014,Summer
26724,2019,Summer
26725,2013,Summer
26726,2001,Summer
26727,2009,Fall
26728,2009,Fall
26729,2002,Fall
26730,2019,Spring
26731,2004,Fall
26732,2012,Fall
26733,2016,Fall
26734,2003,Spring
26735,2004,Spring
26736,2009,Summer
26737,2003,Spring
26738,2014,Spring
26739,2015,Spring
26740,2008,Fall
26741,2000,Fall
26742,2018,Spring
26743,2017,Summer
26744,2016,Summer
26745,2018,Spring
26746,2014,Fall
26747,2010,Summer
26748,2007,Summer
26749,2006,Fall
26750,2013,Summer
26751,2021,Fall
26752,2018,Summer
26753,2014,Spring
26754,2018,Summer
26755,2009,Fall
26756,2021,Fall
26757,2020,Fall
26758,2015,Spring
26759,2011,Fall
26760,2009,Fall
26761,2017,Spring
26762,2001,Spring
26763,2014,Spring
26764,2000,Fall
26765,2020,Summer
26766,2009,Spring
26767,2014,Fall
26768,2006,Fall
26769,2010,Fall
26770,2002,Spring
26771,2014,Summer
26772,2017,Summer
26773,2005,Spring
26774,2008,Fall
26775,2007,Summer
26776,2002,Fall
26777,2007,Spring
26778,2008,Fall
26779,2004,Spring
26780,2003,Summer
26781,2012,Fall
26782,2016,Spring
26783,2012,Fall
26784,2000,Summer
26785,2008,Summer
26786,2003,Spring
26787,2007,Summer
26788,2008,Spring
26789,2007,Summer
26790,2016,Spring
26791,2006,Fall
26792,2020,Summer
26793,2016,Spring
26794,2010,Fall
26795,2013,Fall
26796,2008,Fall
26797,2011,Summer
26798,2000,Spring
26799,2022,Spring
26800,2017,Summer
26801,2004,Fall
26802,2016,Summer
26803,2016,Fall
26804,2000,Summer
26805,2002,Fall
26806,2013,Summer
26807,2008,Spring
26808,2019,Summer
26809,2009,Fall
26810,2021,Summer
26811,2001,Summer
26812,2002,Spring
26813,2020,Summer
26814,2018,Summer
26815,2005,Summer
26816,2012,Spring
26817,2000,Fall
26818,2018,Summer
26819,2001,Spring
26820,2013,Spring
26821,2006,Fall
26822,2013,Summer
26823,2002,Fall
26824,2012,Fall
26825,2015,Spring
26826,2021,Spring
26827,2006,Fall
26828,2018,Spring
26829,2009,Summer
26830,2004,Fall
26831,2001,Spring
26832,2000,Summer
26833,2006,Fall
26834,2017,Summer
26835,2011,Spring
26836,2022,Summer
26837,2001,Spring
26838,2004,Spring
26839,2002,Summer
26840,2019,Summer
26841,2018,Summer
26842,2005,Summer
26843,2018,Fall
26844,2016,Fall
26845,2021,Fall
26846,2012,Summer
26847,2017,Fall
26848,2022,Fall
26849,2001,Spring
26850,2010,Spring
26851,2003,Fall
26852,2018,Spring
26853,2011,Fall
26854,2001,Summer
26855,2012,Spring
26856,2017,Spring
26857,2010,Summer
26858,2020,Summer
26859,2019,Fall
26860,2000,Summer
26861,2004,Spring
26862,2004,Summer
26863,2010,Spring
26864,2012,Summer
26865,2013,Spring
26866,2011,Summer
26867,2022,Summer
26868,2016,Fall
26869,2018,Fall
26870,2018,Summer
26871,2022,Summer
26872,2014,Fall
26873,2019,Fall
26874,2018,Spring
26875,2011,Spring
26876,2011,Summer
26877,2001,Summer
26878,2008,Summer
26879,2014,Fall
26880,2013,Summer
26881,2021,Fall
26882,2016,Spring
26883,2015,Fall
26884,2005,Spring
26885,2001,Spring
26886,2012,Spring
26887,2012,Fall
26888,2004,Summer
26889,2021,Spring
26890,2004,Summer
26891,2000,Fall
26892,2000,Summer
26893,2013,Fall
26894,2013,Spring
26895,2012,Fall
26896,2012,Spring
26897,2021,Summer
26898,2004,Summer
26899,2015,Fall
26900,2018,Fall
26901,2003,Spring
26902,2011,Spring
26903,2013,Summer
26904,2002,Fall
26905,2004,Fall
26906,2019,Summer
26907,2006,Summer
26908,2004,Summer
26909,2009,Spring
26910,2018,Summer
26911,2005,Spring
26912,2013,Spring
26913,2015,Summer
26914,2007,Summer
26915,2018,Summer
26916,2022,Spring
26917,2013,Summer
26918,2013,Summer
26919,2001,Fall
26920,2020,Summer
26921,2015,Fall
26922,2008,Fall
26923,2006,Summer
26924,2020,Spring
26925,2018,Spring
26926,2015,Summer
26927,2015,Spring
26928,2009,Summer
26929,2017,Spring
26930,2021,Fall
26931,2004,Fall
26932,2016,Spring
26933,2015,Fall
26934,2005,Summer
26935,2017,Spring
26936,2019,Summer
26937,2002,Summer
26938,2019,Summer
26939,2010,Spring
26940,2015,Spring
26941,2022,Spring
26942,2005,Summer
26943,2015,Summer
26944,2015,Spring
26945,2010,Summer
26946,2014,Fall
26947,2013,Fall
26948,2021,Summer
26949,2021,Summer
26950,2001,Summer
26951,2008,Fall
26952,2021,Fall
26953,2016,Fall
26954,2007,Spring
26955,2005,Spring
26956,2008,Fall
26957,2022,Summer
26958,2022,Fall
26959,2003,Fall
26960,2006,Fall
26961,2006,Spring
26962,2001,Fall
26963,2002,Fall
26964,2015,Spring
26965,2017,Spring
26966,2016,Spring
26967,2003,Fall
26968,2015,Spring
26969,2021,Fall
26970,2013,Spring
26971,2007,Summer
26972,2021,Fall
26973,2014,Fall
26974,2004,Fall
26975,2017,Spring
26976,2005,Fall
26977,2004,Spring
26978,2009,Fall
26979,2000,Spring
26980,2008,Spring
26981,2004,Spring
26982,2011,Spring
26983,2006,Fall
26984,2018,Fall
26985,2006,Summer
26986,2022,Fall
26987,2002,Summer
26988,2021,Fall
26989,2002,Fall
26990,2004,Summer
26991,2001,Summer
26992,2015,Fall
26993,2019,Spring
26994,2022,Spring
26995,2022,Summer
26996,2002,Spring
26997,2007,Fall
26998,2015,Summer
26999,2001,Spring
27000,2018,Summer
27001,2014,Fall
27002,2007,Spring
27003,2021,Fall
27004,2018,Fall
27005,2022,Fall
27006,2001,Summer
27007,2013,Fall
27008,2011,Spring
27009,2011,Summer
27010,2001,Fall
27011,2018,Fall
27012,2020,Spring
27013,2022,Summer
27014,2021,Fall
27015,2015,Summer
27016,2021,Spring
27017,2018,Fall
27018,2014,Summer
27019,2020,Summer
27020,2003,Summer
27021,2013,Fall
27022,2005,Spring
27023,2021,Spring
27024,2010,Fall
27025,2000,Spring
27026,2009,Spring
27027,2003,Fall
27028,2004,Fall
27029,2012,Spring
27030,2007,Fall
27031,2022,Spring
27032,2011,Spring
27033,2019,Spring
27034,2003,Fall
27035,2004,Summer
27036,2008,Summer
27037,2022,Summer
27038,2018,Fall
27039,2009,Summer
27040,2005,Summer
27041,2014,Fall
27042,2015,Spring
27043,2009,Summer
27044,2017,Summer
27045,2019,Fall
27046,2008,Fall
27047,2001,Summer
27048,2022,Spring
27049,2017,Fall
27050,2003,Spring
27051,2020,Summer
27052,2000,Spring
27053,2012,Spring
27054,2006,Fall
27055,2014,Fall
27056,2017,Fall
27057,2014,Spring
27058,2004,Fall
27059,2010,Spring
27060,2011,Summer
27061,2015,Summer
27062,2005,Summer
27063,2021,Summer
27064,2000,Summer
27065,2005,Fall
27066,2006,Summer
27067,2014,Spring
27068,2007,Spring
27069,2019,Fall
27070,2015,Summer
27071,2019,Spring
27072,2003,Summer
27073,2005,Spring
27074,2015,Summer
27075,2001,Fall
27076,2001,Spring
27077,2021,Summer
27078,2011,Fall
27079,2012,Fall
27080,2019,Spring
27081,2002,Summer
27082,2012,Summer
27083,2013,Fall
27084,2007,Fall
27085,2008,Summer
27086,2007,Fall
27087,2014,Summer
27088,2009,Summer
27089,2016,Fall
27090,2004,Summer
27091,2018,Summer
27092,2013,Spring
27093,2018,Summer
27094,2005,Spring
27095,2006,Fall
27096,2018,Summer
27097,2016,Fall
27098,2008,Fall
27099,2002,Summer
27100,2015,Fall
27101,2018,Summer
27102,2004,Spring
27103,2000,Fall
27104,2007,Fall
27105,2009,Fall
27106,2019,Spring
27107,2009,Spring
27108,2011,Fall
27109,2017,Spring
27110,2003,Spring
27111,2009,Fall
27112,2008,Fall
27113,2007,Summer
27114,2021,Spring
27115,2002,Summer
27116,2007,Fall
27117,2014,Spring
27118,2011,Summer
27119,2000,Fall
27120,2022,Spring
27121,2019,Fall
27122,2020,Spring
27123,2010,Spring
27124,2018,Summer
27125,2008,Spring
27126,2001,Spring
27127,2001,Fall
27128,2021,Fall
27129,2015,Summer
27130,2020,Fall
27131,2014,Fall
27132,2001,Spring
27133,2016,Summer
27134,2020,Summer
27135,2009,Summer
27136,2015,Spring
27137,2008,Spring
27138,2006,Fall
27139,2014,Fall
27140,2000,Fall
27141,2008,Fall
27142,2009,Fall
27143,2015,Spring
27144,2002,Spring
27145,2007,Spring
27146,2012,Spring
27147,2015,Summer
27148,2007,Spring
27149,2000,Spring
27150,2016,Fall
27151,2011,Summer
27152,2003,Spring
27153,2000,Summer
27154,2015,Fall
27155,2000,Summer
27156,2015,Spring
27157,2017,Fall
27158,2011,Spring
27159,2021,Spring
27160,2018,Summer
27161,2001,Summer
27162,2004,Summer
27163,2011,Fall
27164,2012,Summer
27165,2004,Summer
27166,2020,Summer
27167,2019,Spring
27168,2007,Spring
27169,2005,Fall
27170,2019,Summer
27171,2018,Summer
27172,2021,Fall
27173,2007,Fall
27174,2021,Summer
27175,2011,Spring
27176,2008,Spring
27177,2000,Spring
27178,2009,Summer
27179,2012,Spring
27180,2012,Summer
27181,2017,Spring
27182,2022,Spring
27183,2012,Fall
27184,2001,Summer
27185,2009,Fall
27186,2013,Spring
27187,2021,Summer
27188,2007,Fall
27189,2001,Fall
27190,2003,Fall
27191,2016,Summer
27192,2003,Spring
27193,2000,Summer
27194,2003,Fall
27195,2020,Summer
27196,2018,Spring
27197,2015,Fall
27198,2014,Spring
27199,2004,Summer
27200,2022,Spring
27201,2016,Summer
27202,2004,Fall
27203,2016,Summer
27204,2022,Fall
27205,2008,Spring
27206,2006,Summer
27207,2015,Summer
27208,2005,Summer
27209,2000,Spring
